TxnID,LedgerAccount,TransactionDate,PostingDate,Currency,DebitAmount,CreditAmount,Description,ReferenceNumber,MatchType
LDG00000987,70001,2026-03-25,2026-03-27,EUR,183736.11,0.00,Rent payment,REF58431857-1,manyToOne
LDG00000988,70001,2026-03-25,2026-03-27,EUR,122423.75,0.00,Rent payment,REF58431857-2,manyToOne
LDG00000989,70001,2026-03-25,2026-03-27,EUR,166204.70,0.00,Equipment purchase,REF58431857-3,manyToOne
LDG00000990,20001,2026-02-28,2026-02-28,CHF,0.00,169100.97,ACH credit settlement,REF81437287-1,manyToOne
LDG00000991,20001,2026-02-28,2026-02-28,CHF,0.00,116687.99,Intercompany transfer in,REF81437287-2,manyToOne
LDG00000992,20001,2026-02-28,2026-02-28,CHF,0.00,149329.25,Commission income,REF81437287-3,manyToOne
LDG00000993,40001,2026-03-22,2026-03-24,CAD,0.00,237286.98,SEPA credit transfer,REF74488476-1,manyToOne
LDG00000994,40001,2026-03-22,2026-03-24,CAD,0.00,214123.87,Payroll funding,REF74488476-2,manyToOne
LDG00000995,10001,2026-01-24,2026-01-26,EUR,0.00,209592.38,FX contract settlement,REF25479616-1,manyToOne
LDG00000996,10001,2026-01-24,2026-01-26,EUR,0.00,141985.72,Trade settlement receipt,REF25479616-2,manyToOne
LDG00000997,60001,2026-01-13,2026-01-15,GBP,0.00,155886.44,Commission income,REF10335966-1,manyToOne
LDG00000998,60001,2026-01-13,2026-01-15,GBP,0.00,120393.14,Commission income,REF10335966-2,manyToOne
LDG00000999,40001,2026-01-21,2026-01-23,AUD,63369.67,0.00,Insurance premium payment,REF24711321-1,manyToOne
LDG00001000,40001,2026-01-21,2026-01-23,AUD,60519.19,0.00,SEPA direct debit,REF24711321-2,manyToOne
LDG00001001,40001,2026-01-21,2026-01-23,AUD,62304.58,0.00,Utility payment,REF24711321-3,manyToOne
LDG00001002,20002,2026-01-15,2026-01-16,AUD,113973.64,0.00,Supplier payment,REF72089689-1,manyToOne
LDG00001003,20002,2026-01-15,2026-01-16,AUD,140176.82,0.00,ACH debit settlement,REF72089689-2,manyToOne
LDG00001004,20002,2026-01-15,2026-01-16,AUD,123621.57,0.00,FX contract payment,REF72089689-3,manyToOne
LDG00001005,20002,2026-01-16,2026-01-19,CAD,211723.51,0.00,Utility payment,REF21318530-1,manyToOne
LDG00001006,20002,2026-01-16,2026-01-19,CAD,280742.35,0.00,Intercompany transfer out,REF21318530-2,manyToOne
LDG00001007,60001,2026-03-27,2026-03-30,EUR,0.00,66286.21,ACH credit settlement,REF16022505-1,manyToOne
LDG00001008,60001,2026-03-27,2026-03-30,EUR,0.00,72022.67,Payroll funding,REF16022505-2,manyToOne
LDG00001009,60001,2026-03-27,2026-03-30,EUR,0.00,79204.34,Dividend income,REF16022505-3,manyToOne
LDG00001010,40001,2026-02-08,2026-02-10,USD,0.00,102739.42,FX contract settlement,REF23738101-1,manyToOne
LDG00001011,40001,2026-02-08,2026-02-10,USD,0.00,75723.99,Deposit received,REF23738101-2,manyToOne
LDG00001012,50001,2026-03-17,2026-03-18,USD,0.00,204979.81,Commission income,REF75945360-1,manyToOne
LDG00001013,50001,2026-03-17,2026-03-18,USD,0.00,142424.23,Sales proceeds,REF75945360-2,manyToOne
LDG00001014,30001,2026-03-22,2026-03-24,EUR,93147.74,0.00,Supplier payment,REF98876217-1,manyToOne
LDG00001015,30001,2026-03-22,2026-03-24,EUR,112067.55,0.00,Wire transfer outbound,REF98876217-2,manyToOne
LDG00001016,30001,2026-03-22,2026-03-24,EUR,83636.75,0.00,Interest expense,REF98876217-3,manyToOne
LDG00001017,10002,2026-02-09,2026-02-09,CAD,176178.35,0.00,Loan repayment,REF89953329-1,manyToOne
LDG00001018,10002,2026-02-09,2026-02-09,CAD,244166.57,0.00,Bond redemption,REF89953329-2,manyToOne
LDG00001019,30001,2026-03-04,2026-03-05,EUR,0.00,53764.26,Commission income,REF81264986-1,manyToOne
LDG00001020,30001,2026-03-04,2026-03-05,EUR,0.00,60102.70,SEPA credit transfer,REF81264986-2,manyToOne
LDG00001021,30001,2026-03-04,2026-03-05,EUR,0.00,72080.29,Dividend income,REF81264986-3,manyToOne
LDG00001022,10002,2026-02-08,2026-02-09,JPY,130927.49,0.00,Insurance premium payment,REF38956189-1,manyToOne
LDG00001023,10002,2026-02-08,2026-02-09,JPY,114491.67,0.00,Rent payment,REF38956189-2,manyToOne
LDG00001024,10002,2026-02-23,2026-02-24,CHF,0.00,20344.45,Dividend income,REF46522170-1,manyToOne
LDG00001025,10002,2026-02-23,2026-02-24,CHF,0.00,21940.96,Wire transfer inbound,REF46522170-2,manyToOne
LDG00001026,10002,2026-02-23,2026-02-24,CHF,0.00,28918.84,SEPA credit transfer,REF46522170-3,manyToOne
LDG00001027,10001,2026-01-15,2026-01-16,AUD,154512.20,0.00,SEPA direct debit,REF65009630-1,manyToOne
LDG00001028,10001,2026-01-15,2026-01-16,AUD,135423.99,0.00,Rent payment,REF65009630-2,manyToOne
LDG00001029,10001,2026-01-15,2026-01-16,AUD,164627.95,0.00,Rent payment,REF65009630-3,manyToOne
LDG00001030,40002,2026-03-30,2026-03-31,JPY,118543.99,0.00,ACH debit settlement,REF83626481-1,manyToOne
LDG00001031,40002,2026-03-30,2026-03-31,JPY,154635.96,0.00,Cheque payment,REF83626481-2,manyToOne
LDG00001032,40002,2026-03-30,2026-03-31,JPY,125500.55,0.00,SEPA direct debit,REF83626481-3,manyToOne
LDG00001033,40001,2026-03-26,2026-03-30,JPY,0.00,33306.54,Equity sale proceeds,REF63825382-1,manyToOne
LDG00001034,40001,2026-03-26,2026-03-30,JPY,0.00,24055.55,Bond coupon payment,REF63825382-2,manyToOne
LDG00001035,40001,2026-03-26,2026-03-30,JPY,0.00,35673.14,Invoice payment INV-5986,REF63825382-3,manyToOne
LDG00001036,40001,2026-01-09,2026-01-09,GBP,84436.53,0.00,Tax remittance,REF41661358-1,manyToOne
LDG00001037,40001,2026-01-09,2026-01-09,GBP,76642.28,0.00,Insurance premium payment,REF41661358-2,manyToOne
LDG00001038,40001,2026-01-09,2026-01-09,GBP,59453.75,0.00,Wire transfer outbound,REF41661358-3,manyToOne
LDG00001039,60001,2026-01-19,2026-01-20,GBP,0.00,231118.68,Trade settlement receipt,REF41752230-1,manyToOne
LDG00001040,60001,2026-01-19,2026-01-20,GBP,0.00,212094.38,Trade settlement receipt,REF41752230-2,manyToOne
LDG00001041,70001,2026-01-10,2026-01-12,CAD,0.00,24396.92,Bond coupon payment,REF63966229-1,manyToOne
LDG00001042,70001,2026-01-10,2026-01-12,CAD,0.00,34686.07,Refund received,REF63966229-2,manyToOne
LDG00001043,70001,2026-01-10,2026-01-12,CAD,0.00,27810.38,Commission income,REF63966229-3,manyToOne
LDG00001044,20001,2026-02-01,2026-02-02,AUD,12274.66,0.00,ACH debit settlement,REF63447207-1,manyToOne
LDG00001045,20001,2026-02-01,2026-02-02,AUD,14478.41,0.00,SEPA direct debit,REF63447207-2,manyToOne
LDG00001046,20001,2026-02-01,2026-02-02,AUD,11941.25,0.00,ACH debit settlement,REF63447207-3,manyToOne
LDG00001047,60001,2026-02-12,2026-02-13,CAD,0.00,90627.58,Bond coupon payment,REF79479615-1,manyToOne
LDG00001048,60001,2026-02-12,2026-02-13,CAD,0.00,129992.38,Equity sale proceeds,REF79479615-2,manyToOne
LDG00001049,10001,2026-03-12,2026-03-13,AUD,0.00,161626.53,Sales proceeds,REF72982571-1,manyToOne
LDG00001050,10001,2026-03-12,2026-03-13,AUD,0.00,182423.65,Refund received,REF72982571-2,manyToOne
LDG00001051,60001,2026-02-02,2026-02-04,CHF,176992.95,0.00,FX contract payment,REF50969783-1,manyToOne
LDG00001052,60001,2026-02-02,2026-02-04,CHF,253218.84,0.00,Cheque payment,REF50969783-2,manyToOne
LDG00001053,30001,2026-01-11,2026-01-12,EUR,0.00,113113.06,Trade settlement receipt,REF18277648-1,manyToOne
LDG00001054,30001,2026-01-11,2026-01-12,EUR,0.00,134049.65,Customer payment received,REF18277648-2,manyToOne
LDG00001055,30001,2026-01-11,2026-01-12,EUR,0.00,128726.97,Wire transfer inbound,REF18277648-3,manyToOne
LDG00001056,60001,2026-03-24,2026-03-26,USD,103124.56,0.00,Equipment purchase,REF48963892-1,manyToOne
LDG00001057,60001,2026-03-24,2026-03-26,USD,90342.83,0.00,ACH debit settlement,REF48963892-2,manyToOne
LDG00001058,60001,2026-03-24,2026-03-26,USD,119985.47,0.00,Trade settlement payment,REF48963892-3,manyToOne
LDG00001059,10002,2026-02-03,2026-02-05,CAD,57638.29,0.00,FX contract payment,REF22971413-1,manyToOne
LDG00001060,10002,2026-02-03,2026-02-05,CAD,78851.84,0.00,SEPA direct debit,REF22971413-2,manyToOne
LDG00001061,10002,2026-02-03,2026-02-05,CAD,71963.66,0.00,Bond redemption,REF22971413-3,manyToOne
LDG00001062,20002,2026-01-06,2026-01-07,AUD,0.00,139596.29,Equity sale proceeds,REF84629362-1,manyToOne
LDG00001063,20002,2026-01-06,2026-01-07,AUD,0.00,126615.40,Trade settlement receipt,REF84629362-2,manyToOne
LDG00001064,20002,2026-02-07,2026-02-10,EUR,62424.89,0.00,Wire transfer outbound,REF39236841-1,manyToOne
LDG00001065,20002,2026-02-07,2026-02-10,EUR,77705.41,0.00,FX contract payment,REF39236841-2,manyToOne
LDG00001066,20002,2026-02-07,2026-02-10,EUR,56129.94,0.00,Cheque payment,REF39236841-3,manyToOne
LDG00001067,70001,2026-03-14,2026-03-14,CAD,226452.95,0.00,Cheque payment,REF99721758-1,manyToOne
LDG00001068,70001,2026-03-14,2026-03-14,CAD,180309.57,0.00,Commission expense,REF99721758-2,manyToOne
LDG00001069,20002,2026-03-10,2026-03-12,GBP,30271.93,0.00,Equipment purchase,REF45693094-1,manyToOne
LDG00001070,20002,2026-03-10,2026-03-12,GBP,42529.67,0.00,Equipment purchase,REF45693094-2,manyToOne
LDG00001071,30001,2026-01-12,2026-01-14,GBP,11311.47,0.00,Cheque payment,REF23762616-1,manyToOne
LDG00001072,30001,2026-01-12,2026-01-14,GBP,13095.48,0.00,Invoice payment to vendor,REF23762616-2,manyToOne
LDG00001073,30001,2026-01-12,2026-01-14,GBP,17129.61,0.00,FX contract payment,REF23762616-3,manyToOne
LDG00001074,10002,2026-02-26,2026-02-26,CHF,0.00,81127.75,FX contract settlement,REF70354459-1,manyToOne
LDG00001075,10002,2026-02-26,2026-02-26,CHF,0.00,104633.51,Intercompany transfer in,REF70354459-2,manyToOne
LDG00001076,10002,2026-02-26,2026-02-26,CHF,0.00,79994.05,Interest credit,REF70354459-3,manyToOne
LDG00001077,30001,2026-01-09,2026-01-12,CHF,0.00,69351.14,Dividend income,REF37077647-1,manyToOne
LDG00001078,30001,2026-01-09,2026-01-12,CHF,0.00,65940.55,ACH credit settlement,REF37077647-2,manyToOne
LDG00001079,30001,2026-01-09,2026-01-12,CHF,0.00,79326.69,Intercompany transfer in,REF37077647-3,manyToOne
LDG00001080,40002,2026-03-21,2026-03-24,GBP,0.00,1988.97,Trade settlement receipt,REF28947005-1,manyToOne
LDG00001081,40002,2026-03-21,2026-03-24,GBP,0.00,1887.67,SEPA credit transfer,REF28947005-2,manyToOne
LDG00001082,40002,2026-03-21,2026-03-24,GBP,0.00,1412.06,SEPA credit transfer,REF28947005-3,manyToOne
LDG00001083,40002,2026-02-07,2026-02-10,GBP,293193.05,0.00,ACH debit settlement,REF92959284,unmatchedLedger
LDG00001084,60001,2026-03-17,2026-03-19,GBP,456593.96,0.00,Supplier payment,REF65279659,unmatchedLedger
LDG00001085,60001,2026-01-23,2026-01-27,CHF,373829.80,0.00,Cheque payment,REF49393401,unmatchedLedger
LDG00001086,60001,2026-03-22,2026-03-24,CHF,430089.21,0.00,Rent payment,REF64540291,unmatchedLedger
LDG00001087,50001,2026-03-25,2026-03-25,AUD,212817.11,0.00,Insurance premium payment,REF54267772,unmatchedLedger
LDG00001088,30001,2026-03-25,2026-03-26,EUR,332443.02,0.00,SEPA direct debit,REF77463477,unmatchedLedger
LDG00001089,50001,2026-03-28,2026-03-30,GBP,166431.33,0.00,Supplier payment,REF69838095,unmatchedLedger
LDG00001090,20002,2026-03-26,2026-03-30,USD,0.00,316245.54,SEPA credit transfer,REF16170867,unmatchedLedger
LDG00001091,10002,2026-03-05,2026-03-09,EUR,0.00,55413.43,Wire transfer inbound,REF68141990,unmatchedLedger
LDG00001092,70001,2026-02-17,2026-02-18,JPY,0.00,253181.36,Loan drawdown,REF39052675,unmatchedLedger
LDG00001093,20002,2026-01-29,2026-01-29,JPY,0.00,51934.34,ACH credit settlement,REF82245416,unmatchedLedger
LDG00001094,40001,2026-01-02,2026-01-02,USD,0.00,166993.64,Refund received,REF19546618,unmatchedLedger
LDG00001095,40001,2026-01-21,2026-01-21,CAD,364724.25,0.00,Trade settlement payment,REF45103732,unmatchedLedger
LDG00001096,10001,2026-02-19,2026-02-19,JPY,0.00,429632.46,Customer payment received,REF88090980,unmatchedLedger
LDG00001097,20002,2026-01-12,2026-01-13,EUR,260261.07,0.00,Utility payment,REF76058594,unmatchedLedger
LDG00001098,20001,2026-03-21,2026-03-23,EUR,0.00,22066.49,Customer advance payment,REF98904366,unmatchedLedger
LDG00001099,30001,2026-03-30,2026-04-01,JPY,0.00,16803.02,Commission income,REF65325020,unmatchedLedger
LDG00001100,10002,2026-02-28,2026-03-03,CHF,0.00,27654.17,Invoice payment INV-5198,REF11284431,unmatchedLedger
LDG00001101,20002,2026-01-09,2026-01-12,CHF,446400.23,0.00,SEPA direct debit,REF77856440,unmatchedLedger
LDG00001102,70001,2026-03-10,2026-03-10,EUR,0.00,176986.54,Grant proceeds,REF13121326,unmatchedLedger
LDG00001103,20001,2026-01-09,2026-01-09,JPY,0.00,47865.83,Trade settlement receipt,REF97452440,unmatchedLedger
LDG00001104,50001,2026-01-05,2026-01-05,USD,0.00,460548.18,Invoice payment INV-5521,REF54120363,unmatchedLedger
LDG00001105,40002,2026-03-11,2026-03-11,USD,399708.46,0.00,Wire transfer outbound,REF70005410,unmatchedLedger
LDG00001106,10001,2026-01-16,2026-01-20,CAD,0.00,348487.43,Interest credit,REF57560205,unmatchedLedger
LDG00001107,40002,2026-03-20,2026-03-23,JPY,210742.84,0.00,Equipment purchase,REF70530720,unmatchedLedger
LDG00001108,20002,2026-01-27,2026-01-28,CAD,394437.54,0.00,Tax remittance,REF27101110,unmatchedLedger
LDG00001109,20001,2026-01-10,2026-01-13,USD,275227.37,0.00,Commission expense,REF94051365,unmatchedLedger
LDG00001110,10001,2026-02-04,2026-02-05,CHF,435043.74,0.00,Intercompany transfer out,REF78495689,unmatchedLedger
LDG00001111,40001,2026-01-04,2026-01-06,CHF,0.00,398956.37,Dividend income,REF96003575,unmatchedLedger
LDG00001112,40002,2026-03-02,2026-03-04,AUD,164717.22,0.00,Insurance premium payment,REF66773735,unmatchedLedger
LDG00001113,20002,2026-01-26,2026-01-28,USD,0.00,2381.00,Trade settlement receipt,REF81124192,unmatchedLedger
LDG00001114,50001,2026-03-13,2026-03-17,GBP,270992.82,0.00,Equipment purchase,REF13472982,unmatchedLedger
LDG00001115,70001,2026-03-27,2026-03-27,CHF,0.00,98324.87,Wire transfer inbound,REF86701429,unmatchedLedger
LDG00001116,70001,2026-01-28,2026-01-29,AUD,0.00,427502.14,Grant proceeds,REF59650950,unmatchedLedger
LDG00001117,20001,2026-02-06,2026-02-06,CAD,0.00,410191.54,Grant proceeds,REF76651906,unmatchedLedger
LDG00001118,30001,2026-02-05,2026-02-06,USD,263561.83,0.00,Invoice payment to vendor,REF85785114,unmatchedLedger
LDG00001119,40002,2026-02-19,2026-02-23,CHF,451633.41,0.00,Insurance premium payment,REF76694356,unmatchedLedger
LDG00001120,60001,2026-03-09,2026-03-11,EUR,0.00,112155.59,Trade settlement receipt,REF94431740,unmatchedLedger
LDG00001121,10001,2026-01-02,2026-01-05,JPY,0.00,171960.07,Invoice payment INV-7364,REF49840649,unmatchedLedger
LDG00001122,10001,2026-02-04,2026-02-04,CAD,241164.93,0.00,FX contract payment,REF83546889,unmatchedLedger
LDG00001123,70001,2026-03-01,2026-03-01,CAD,0.00,487693.43,Invoice payment INV-3859,REF81678130,unmatchedLedger
LDG00001124,30001,2026-02-06,2026-02-10,AUD,386443.97,0.00,Commission expense,REF98480151,unmatchedLedger
LDG00001125,10001,2026-03-03,2026-03-04,AUD,214550.89,0.00,Invoice payment to vendor,REF56356428,unmatchedLedger
LDG00001126,40002,2026-03-27,2026-03-31,JPY,0.00,168902.60,Wire transfer inbound,REF25100967,unmatchedLedger
LDG00001127,60001,2026-01-18,2026-01-19,JPY,0.00,226121.54,Commission income,REF23784111,unmatchedLedger
LDG00001128,40001,2026-03-29,2026-03-30,EUR,0.00,299868.89,ACH credit settlement,REF93343635,unmatchedLedger
LDG00001129,50001,2026-01-14,2026-01-16,AUD,51122.05,0.00,FX contract payment,REF38706961,unmatchedLedger
LDG00001130,10001,2026-02-24,2026-02-24,USD,216210.08,0.00,Bond redemption,REF84564793,unmatchedLedger
LDG00001131,10002,2026-02-02,2026-02-03,CHF,0.00,2299.32,Dividend income,REF51330596,unmatchedLedger
LDG00001132,40001,2026-02-05,2026-02-09,AUD,14037.54,0.00,Wire transfer outbound,REF11849321,unmatchedLedger
LDG00001133,40001,2026-02-20,2026-02-23,USD,437606.58,0.00,Intercompany transfer out,REF41518842,amountDiff
LDG00001134,30001,2026-03-03,2026-03-05,USD,199393.27,0.00,Insurance premium payment,REF64207590,amountDiff
LDG00001135,40001,2026-03-05,2026-03-09,CAD,407560.36,0.00,Tax remittance,REF95784283,amountDiff
LDG00001136,40001,2026-01-10,2026-01-10,CAD,313024.78,0.00,ACH debit settlement,REF23290213,amountDiff
LDG00001137,20001,2026-03-20,2026-03-20,CAD,0.00,212462.83,ACH credit settlement,REF89484226,amountDiff
LDG00001138,20001,2026-03-04,2026-03-06,GBP,0.00,318764.55,Bond coupon payment,REF23665871,amountDiff
LDG00001139,10001,2026-02-23,2026-02-25,CAD,0.00,55836.89,SEPA credit transfer,REF12394967,amountDiff
LDG00001140,20001,2026-02-03,2026-02-05,AUD,327606.30,0.00,Bond redemption,REF96777065,amountDiff
LDG00001141,70001,2026-02-10,2026-02-10,EUR,432913.76,0.00,Payroll disbursement,REF17588833,amountDiff
LDG00001142,60001,2026-03-05,2026-03-06,GBP,339979.13,0.00,Cheque payment,REF97204832,amountDiff
LDG00001143,10001,2026-01-31,2026-01-31,JPY,0.00,249894.21,Grant proceeds,REF23444044,amountDiff
LDG00001144,40002,2026-02-24,2026-02-24,JPY,76410.04,0.00,Loan repayment,REF17800969,amountDiff
LDG00001145,60001,2026-02-06,2026-02-10,CAD,0.00,237368.77,SEPA credit transfer,REF19735503,amountDiff
LDG00001146,10001,2026-01-10,2026-01-12,USD,0.00,280501.71,Interest credit,REF14305467,amountDiff
LDG00001147,10002,2026-03-02,2026-03-04,EUR,0.00,113367.29,Loan drawdown,REF87366383,amountDiff
LDG00001148,20001,2026-02-13,2026-02-13,AUD,0.00,443139.65,Equity sale proceeds,REF15992215,amountDiff
LDG00001149,20001,2026-01-10,2026-01-12,CHF,315727.35,0.00,Utility payment,REF55283668,amountDiff
LDG00001150,20001,2026-03-21,2026-03-24,AUD,383404.14,0.00,Loan repayment,REF26473100,amountDiff
LDG00001151,30001,2026-01-22,2026-01-22,GBP,0.00,329429.57,Grant proceeds,REF94641563,amountDiff
LDG00001152,40002,2026-02-23,2026-02-24,JPY,454482.38,0.00,Intercompany transfer out,REF75794527,amountDiff
LDG00001153,30001,2026-02-18,2026-02-20,USD,0.00,423029.97,Trade settlement receipt,REF39537636,amountDiff
LDG00001154,10001,2026-01-30,2026-02-02,CAD,0.00,338931.87,Commission income,REF65950016,amountDiff
LDG00001155,30001,2026-03-27,2026-03-31,JPY,58146.67,0.00,Bond redemption,REF81008386,amountDiff
LDG00001156,10002,2026-03-30,2026-03-31,AUD,117094.28,0.00,Tax remittance,REF94676500,amountDiff
LDG00001157,40001,2026-01-29,2026-01-30,AUD,0.00,254534.62,Bond coupon payment,REF57782196,amountDiff
LDG00001158,20001,2026-02-23,2026-02-23,GBP,0.00,247909.82,Refund received,REF72044877,amountDiff
LDG00001159,60001,2026-01-05,2026-01-07,EUR,380004.59,0.00,Equipment purchase,REF14625898,amountDiff
LDG00001160,30001,2026-02-17,2026-02-19,JPY,497685.87,0.00,FX contract payment,REF82876647,amountDiff
LDG00001161,10001,2026-02-21,2026-02-24,JPY,228560.16,0.00,Tax remittance,REF96802860,amountDiff
LDG00001162,10001,2026-01-01,2026-01-02,EUR,26600.38,0.00,Cheque payment,REF59656477,amountDiff
LDG00001163,30001,2026-03-27,2026-03-31,CAD,32589.24,0.00,Invoice payment to vendor,REF48992606,amountDiff
LDG00001164,40001,2026-02-26,2026-02-27,USD,0.00,273957.98,Equity sale proceeds,REF32840768,amountDiff
LDG00001165,20001,2026-03-13,2026-03-17,EUR,436624.48,0.00,Trade settlement payment,REF46489825,amountDiff
LDG00001166,40002,2026-01-12,2026-01-12,JPY,0.00,30623.26,Refund received,REF38470315,amountDiff
LDG00001167,30001,2026-02-12,2026-02-13,USD,0.00,272633.89,Customer payment received,REF89431595,amountDiff
LDG00001168,10002,2026-02-13,2026-02-13,EUR,251705.78,0.00,Commission expense,REF96294042,amountDiff
LDG00001169,20001,2026-01-07,2026-01-07,CAD,0.00,385396.99,Deposit received,REF57507679,amountDiff
LDG00001170,30001,2026-01-16,2026-01-20,EUR,490450.46,0.00,Tax remittance,REF96368543,amountDiff
LDG00001171,20001,2026-03-06,2026-03-09,CAD,296351.31,0.00,Loan repayment,REF45552510,amountDiff
LDG00001172,10002,2026-01-14,2026-01-14,CAD,91141.08,0.00,Equipment purchase,REF48624004,amountDiff
LDG00001173,20001,2026-02-21,2026-02-24,CHF,0.00,421755.01,Deposit received,REF46988362,amountDiff
LDG00001174,20001,2026-01-08,2026-01-12,CHF,0.00,200843.00,Bond coupon payment,REF93368312,amountDiff
LDG00001175,60001,2026-02-13,2026-02-17,AUD,452228.25,0.00,Payroll disbursement,REF40319762,amountDiff
LDG00001176,70001,2026-01-06,2026-01-07,JPY,423063.56,0.00,ACH debit settlement,REF73798154,amountDiff
LDG00001177,30001,2026-03-12,2026-03-16,CAD,98080.76,0.00,Equipment purchase,REF25315753,amountDiff
LDG00001178,50001,2026-02-28,2026-03-03,USD,0.00,312323.02,Refund received,REF70511673,amountDiff
LDG00001179,40001,2026-03-29,2026-03-31,JPY,0.00,36378.67,Deposit received,REF19465414,amountDiff
LDG00001180,70001,2026-02-07,2026-02-07,CHF,0.00,472527.24,FX contract settlement,REF71470193,amountDiff
LDG00001181,30001,2026-01-14,2026-01-15,GBP,0.00,255498.53,Commission income,REF75802499,amountDiff
LDG00001182,60001,2026-02-08,2026-02-09,JPY,187611.16,0.00,Service fee payment,REF16279000,amountDiff
LDG00001183,30001,2026-01-21,2026-01-21,CHF,156552.15,0.00,Rent payment,REF33816661,dateDiff
LDG00001184,10002,2026-01-18,2026-01-20,CAD,167352.35,0.00,Interest expense,REF24023905,dateDiff
LDG00001185,20001,2026-01-26,2026-01-28,GBP,257380.87,0.00,Trade settlement payment,REF72157374,dateDiff
LDG00001186,40002,2026-02-26,2026-02-27,AUD,260997.17,0.00,Equipment purchase,REF25456931,dateDiff
LDG00001187,50001,2026-03-14,2026-03-17,CHF,173579.25,0.00,Utility payment,REF72251113,dateDiff
LDG00001188,10002,2026-01-03,2026-01-03,CAD,0.00,183078.45,ACH credit settlement,REF72805697,dateDiff
LDG00001189,50001,2026-01-21,2026-01-21,JPY,28333.32,0.00,SEPA direct debit,REF36445984,dateDiff
LDG00001190,40002,2026-03-12,2026-03-12,AUD,0.00,126206.05,Loan drawdown,REF85293558,dateDiff
LDG00001191,60001,2026-03-08,2026-03-10,CAD,0.00,428463.97,ACH credit settlement,REF15221320,dateDiff
LDG00001192,10002,2026-03-28,2026-03-28,AUD,0.00,240355.44,Sales proceeds,REF92289317,dateDiff
LDG00001193,20001,2026-03-04,2026-03-04,EUR,0.00,176999.65,Wire transfer inbound,REF31944415,dateDiff
LDG00001194,60001,2026-03-19,2026-03-20,CAD,0.00,12608.15,Customer payment received,REF88147730,dateDiff
LDG00001195,40002,2026-01-11,2026-01-11,EUR,0.00,341416.89,Grant proceeds,REF33153205,dateDiff
LDG00001196,50001,2026-03-23,2026-03-23,CHF,324221.03,0.00,Service fee payment,REF38405512,dateDiff
LDG00001197,20001,2026-01-12,2026-01-12,USD,307982.05,0.00,Equipment purchase,REF64548932,dateDiff
LDG00001198,30001,2026-03-25,2026-03-26,EUR,167547.87,0.00,Invoice payment to vendor,REF78906783,dateDiff
LDG00001199,30001,2026-03-02,2026-03-04,EUR,0.00,482488.10,Refund received,REF96684400,dateDiff
LDG00001200,10002,2026-01-16,2026-01-19,CAD,13650.17,0.00,Interest expense,REF25992935,dateDiff
LDG00001201,30001,2026-02-28,2026-02-28,GBP,0.00,311179.71,SEPA credit transfer,REF50909685,dateDiff
LDG00001202,20001,2026-03-24,2026-03-25,AUD,378159.52,0.00,Intercompany transfer out,REF87480404,dateDiff
LDG00001203,40001,2026-01-22,2026-01-26,EUR,126647.23,0.00,Invoice payment to vendor,REF87731074,dateDiff
LDG00001204,20002,2026-01-28,2026-01-30,AUD,0.00,35621.90,Intercompany transfer in,REF26388607,dateDiff
LDG00001205,60001,2026-02-05,2026-02-05,CHF,478179.29,0.00,Trade settlement payment,REF63395289,dateDiff
LDG00001206,10001,2026-01-31,2026-02-03,AUD,0.00,397084.72,FX contract settlement,REF97408894,dateDiff
LDG00001207,60001,2026-01-22,2026-01-23,AUD,335686.50,0.00,Interest expense,REF58997658,dateDiff
LDG00001208,30001,2026-02-23,2026-02-23,GBP,0.00,378309.40,Wire transfer inbound,REF72432937,dateDiff
LDG00001209,10001,2026-01-20,2026-01-20,AUD,0.00,403714.16,Loan drawdown,REF72168246,dateDiff
LDG00001210,40002,2026-01-17,2026-01-19,USD,462275.63,0.00,Interest expense,REF63786323,dateDiff
LDG00001211,20002,2026-02-01,2026-02-02,USD,0.00,14226.07,SEPA credit transfer,REF50558471,dateDiff
LDG00001212,10002,2026-02-25,2026-02-25,AUD,0.00,75353.95,Grant proceeds,REF57057848,dateDiff
LDG00001213,10001,2026-03-14,2026-03-14,EUR,143903.85,0.00,FX contract payment,REF32058051,dateDiff
LDG00001214,30001,2026-03-17,2026-03-19,CHF,0.00,58821.32,Interest credit,REF23647098,dateDiff
LDG00001215,10001,2026-01-16,2026-01-16,USD,300193.91,0.00,Equipment purchase,REF37861463,dateDiff
LDG00001216,10002,2026-03-29,2026-03-30,USD,432037.72,0.00,Supplier payment,REF63133404,dateDiff
LDG00001217,20001,2026-03-29,2026-03-29,JPY,45222.60,0.00,Interest expense,REF90422984,dateDiff
LDG00001218,70001,2026-01-08,2026-01-12,GBP,376405.71,0.00,Rent payment,REF19881024,dateDiff
LDG00001219,20002,2026-01-22,2026-01-26,GBP,0.00,310911.41,Equity sale proceeds,REF16803260,dateDiff
LDG00001220,20001,2026-03-17,2026-03-18,AUD,330594.12,0.00,Commission expense,REF56329305,dateDiff
LDG00001221,40002,2026-01-11,2026-01-13,CAD,0.00,217696.94,SEPA credit transfer,REF78139780,dateDiff
LDG00001222,30001,2026-03-19,2026-03-23,AUD,0.00,42827.20,Refund received,REF43106690,dateDiff
LDG00001223,10002,2026-02-19,2026-02-20,CAD,48755.01,0.00,FX contract payment,REF25659336,dateDiff
LDG00001224,40002,2026-02-09,2026-02-09,CAD,0.00,69087.17,Trade settlement receipt,REF43696019,dateDiff
LDG00001225,40002,2026-03-06,2026-03-10,USD,417867.56,0.00,Rent payment,REF45385515,dateDiff
